tablet_num	subject	relation_type	object	subject_tag	object_tag
P108487	da-da-mu	dumu	an-ne2-ba-du7	PN	PN
P108487	ur-{d}ku3-nun	dumu	ur-abzu	PN	PN
P108491	ur-nig2	dumu	lu2-eb-ta	PN	PN
P108491	lu2-{d}ba-ba6	dumu	ba-lu5-ta	PN	PN
P108491	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108491	ur-nigar{gar}	dumu	ur-sukkal	PN	PN
P108494	ur-{d}lamma	dumu	lu2-{d}nin-gir2-su	RN	PN
P108494	lu2-{d}nin-gir2-su	dumu	ba-zi	PN	V
P108494	ma-an-szum2	dumu	lu2-giri17-zal	PN	PN
P108494	ur-{d}lamma	dumu	lu2-{d}nin-gir2-su	RN	PN
P108494	ur-{d}nin-gir2-su	dumu	lu2-{d}nansze	PN	PN
P108494	nam-mah	dumu	me-nigar	PN	PN
P108494	lu2-{d}utu	dumu	a-tu	PN	PN
P108494	ur-{d}ba-ba6	dumu	lugal-im-ru-a	PN	PN
P108495	ur-{gesz}gigir	dumu	lu2-gu-la	PN	PN
P108495	ur-ba-gara2	dumu	lu2-x	PN	PN
P108495	ab-ba-kal-la	dumu	ku3-{d}nansze	PN	PN
P108495	lu2-{d}nin-gir2-su	dumu	ur-{d}iszkur	PN	PN
P108495	ur-{d}ba-ba6	dumu	lugal-im-ru-a	PN	PN
P108495	ur-{d}ig-alim	dumu	lu2-giri17-zal	PN	PN
P108498	a-tu	dumu	lugal-igi-sa6	PN	PN
P108498	e2-gurum2-e	dumu	sza3-da	N	PN
P108498	sza3-ku3-ge	dumu	ku5-da	PN	V
P108498	ur-sa6-ga	dumu	lu2-{d}na-ru2-a	PN	PN
P108499	ur-{d}lamma	dumu	nam-mah	RN	PN
P108499	ur-{d}nin-gesz-zi-da	dumu	lugal-sa6-ga	PN	PN
P108501	muhaldim	dumu	a-ab-ba	N	V
P108501	sagi	dumu	ku5-da	N	V
P108501	lu2-x	dumu	lugal-ab-ba	PN	N
P108501	BI	dumu	lugal-ma2-gur8-re	PN	PN
P108501	kikken2	dumu	geme2	N	N
P108501	ur-{gesz}dar-du3	dumu	igi-ni-da-a	PN	N
P108501	{d}szul-gi-ka-silim-ma	dumu	lugal-ezem	PN	PN
P108503	1(disz)	dumu	ba-usz2	NU	V
P108503	4(ban2)	dumu	ba-usz2-me	NU	V
P108504	ur-dun	dumu	iszib	PN	N
P108504	ur-dun	dumu	iszib	PN	N
P108504	du-du	dumu	lugal-me3	PN	PN
P108504	ur-e2-ninnu	dumu	gu3-de2-a-ha-ma-ti	PN	PN
P108504	ur-{d}lamma	dumu	bahar2	RN	N
P108506	lu2-uru11{ki}	dumu	ba-zi-ge	PN	PN
P108506	lu2-uru11{ki}	dumu	nin9-sal-la	PN	PN
P108506	1(disz)	dumu	da-ba	NU	PN
P108510	ur-{d}ba-ba6	dumu	szesz-tur	PN	PN
P108511	tak4-a	dumu	geme2	V	N
P108511	gu2-ab-ba{ki}	dumu	za3-mu-ba-ni-us2	SN	PN
P108511	tak4-a	dumu	he2-du-du	V	V
P108511	{d}dumu-zi	dumu	mu-ni-zu	MN	N
P108511	{d}nansze	dumu	geme2-{d}dumu-zi	DN	PN
P108511	{d}nansze	dumu	ba-sa6	DN	PN
P108511	{d}nansze	dumu	geme2-nig2-sag-lil2-la2	DN	PN
P108511	am3-ma	dam	en-i3-na-kal	PN	PN
P108512	de2-de3	dumu	ur-szar2-ur3-ka	V	PN
P108514	ur-{d}ba-ba6	dumu	ur-dun-ta	PN	PN
P108514	ur-{d}nansze	dumu	lu2-du10-ga	PN	PN
P108514	lu2-gir2-nun	dumu	du10-ga	PN	V
P108514	ur-{d}nin-mug	dumu	ur-e2-babbar2	PN	PN
P108515	ur-{d}nin-gesz-zi-da	dumu	lugal-ni2-te-na	PN	PN
P108517	ur-{d}ba-ba6	dumu	ab-ba-iri	PN	N
P108517	ur-nigar{gar}	dumu	ug3-IL2	PN	PN
P108517	ur-{d}ba-ba6	dumu	u2-du	PN	PN
P108517	ur-{d}ba-ba6	dumu	ur-li	PN	PN
P108521	ur-{d}ba-ba6	dumu	{d}utu-bi	PN	PN
P108523	ur-{gesz}gigir	dumu	lu2-{d}nin-gir2-su	PN	PN
P108523	lu2-nina{ki}	dumu	ur-{d}nansze	PN	PN
P108523	ur-{d}nansze	dumu	al-la	PN	V
P108523	gu3-de2-a	dumu	ur-{d}utu	PN	PN
P108523	lu2-dingir-ra	dumu	he2-ti	PN	V
P108525	lu2-{d}nin-szubur	dumu	lu2-ba-ta	PN	PN
P108525	lu2-{d}utu	dumu	du-du-ta	PN	PN
P108525	lu2-{d}nin-szubur	dumu	lu2-{d}ba-ba6	PN	PN
P108525	ur-mes	dumu	lugal-uszumgal-ta	PN	WN
P108525	ARAD2	dumu	nig2-sa6-ga-ta	N	PN
P108525	ur-{d}ba-ba6	dumu	ba-zi-ta	PN	PN
P108526	ur-{d}lamma	dumu	ur-nig2	RN	PN
P108526	ur-{d}nansze	dumu	ur-{d}ig-alim	PN	PN
P108526	ur-{d}lamma	dumu	ur-mes	RN	PN
P108526	ab-ba-gi-na	dumu	lu2-nimgir	PN	PN
P108526	ur-{d}nansze	dumu	ur-{d}ba-ba6	PN	PN
P108526	lu2-{d}ba-ba6	dumu	na-ba-sa6	PN	PN
P108526	nin9-kal-la	nin	mu	PN	N
P108527	lu2-giri17-zal	dumu	igi-ni-da-a	PN	N
P108527	1(disz)	dumu	2(ban2)	NU	NU
P108527	2(disz)	dumu	1(ban2)	NU	NU
P108527	1(disz)	dumu	1(ban2)	NU	NU
P108528	ur-{d}ba-ba6	dumu	du10-ga	PN	V
P108529	dab-ba	dumu	ensi2-ke4-ne	V	N
P108534	nam-ha-ni	dumu	hu-wa-wa-ta	N	PN
P108534	ur-{d}nansze	dumu	lu2-du10-ga	PN	PN
P108534	nam-ha-ni	dumu	hu-wa-wa-ka	N	PN
P108534	lu2-uru11{ki}	dumu	ur-{d}nin-bara2	PN	PN
P108535	ur-mes	dumu	gu2-gil	PN	PN
P108535	ur-mes	dumu	ur-dub	PN	PN
P108536	nin9-kal-la	dumu	ab2-tur3-e	PN	N
P108536	geme2-{d}szul-pa-e3	dam	si-du3	FN	PN
P108536	geme2-munu4-ku3-ga	dam	lugal-{gesz}gigir-re	PN	PN
P108536	ha-la-{d}ba-ba6	dumu	lu2-{d}nanna	PN	PN
P108537	ur-sa6-ga	dumu	e2-ur2-bi-ta	PN	PN
P108538	ur-nig2	dumu	lu2-eb	PN	PN
P108538	ur-{d}ba-ba6	dumu	ur-{d}ig-alim	PN	PN
P108538	lu2-giri17-zal	dumu	ur-{d}nin-bara2	PN	PN
P108538	ur-nig2	dumu	lu2-nam2-gal	PN	PN
P108540	nig2-gur11	dumu	ma2-gur8-re-me	N	PN
P108540	ur-{d}ba-ba6	dumu	na-silim	PN	PN
P108540	1(disz)	dumu	2(ban2)	NU	NU
P108540	1(disz)	dumu	1(ban2)	NU	NU
P108541	nu-su-su	dumu	ma-ba	V	PN
P108542	ur-{d}ig-alim	dumu	i3-du8-ta	PN	N
P108542	ur-{d}lamma	dumu	erin-da-ta	RN	PN
P108542	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108542	ur-nigar{gar}	dumu	lu2-{d}nansze	PN	PN
P108543	lu2-giri17-zal	dumu	ha-li2-li2	PN	PN
P108543	ur-nig2	dumu	ur-{d}ba-ba6	PN	PN
P108543	ur-{d}ba-ba6	dumu	ur-dun	PN	PN
P108547	lugal-uszur4	dumu	ur-{sze3}szer7-da	PN	PN
P108547	lugal-ezem	dumu	ma-gu-ul	PN	PN
P108547	lu2-{d}utu	dumu	ur-{d}iszkur	PN	PN
P108547	{d}nin-mar{ki}-ka	dumu	ur-sa6-ga	PN	PN
P108547	ur-{d}lamma	dumu	ur-nig2	RN	PN
P108547	ur-{d}lamma	dumu	ur-ab-ba	RN	PN
P108547	ur-{d}ba-ba6	dumu	ur-{gesz}gigir	PN	PN
P108547	ur-mes	dumu	ur-zigum-ma	PN	PN
P108547	lu2-{d}na-ru2-a	dumu	lu2-u18-am3	PN	PN
P108547	ba-zi-zi	dumu	iri-mu	PN	PN
P108547	ur-{d}isztaran	dumu	lu2-kal-la	PN	PN
P108547	ur-{d}lamma	dumu	nam-mah	RN	PN
P108548	5(u)	dumu	dab5-ba	NU	V
P108548	1(disz)	dumu	diri	NU	N
P108548	5(disz)	dumu	dab5-ba	NU	V
P108548	5(disz)	dumu	dab5-ba	NU	V
P108548	1(disz)	dumu	diri	NU	N
P108549	lu2-{d}inanna	dumu	du10-ga-ta	PN	PN
P108549	ur-{d}ba-ba6	dumu	du10-ga	PN	V
P108551	ur-sa6-ga	dumu	ur-gu-la	PN	PN
P108553	ur-nig2	dumu	lu2-eb	PN	PN
P108554	engar	dumu	da-ba	N	PN
P108556	ur-dun	dumu	erin-da	PN	PN
P108557	2(disz)	dumu	1(ban2)	NU	NU
P108557	3(disz)	dumu	1(ban2)-ta	NU	NU
P108559	ur-{d}hendur-sag	dumu	sag-ub3{ki}-me	PN	SN
P108560	ur-nig2	dumu	lu2-eb	PN	PN
P108560	ur-nig2	dumu	lu2-si4	PN	PN
P108562	ur-{d}nun-gal	dumu	ur-ga2-nun	PN	PN
P108562	ha-ba-zi-zi	dumu	lu2-nam2-gal	PN	PN
P108562	ma-an-szum2	dumu	lugal-erin2	PN	PN
P108562	ur-{d}utu	dumu	u18-da-a	PN	PN
P108562	ur-tur	dumu	a2-na-mu	PN	PN
P108562	ur-tur	dumu	lugal-ur-sag	PN	PN
P108564	ur-nig2	dumu	ur-{d}ba-ba6	PN	PN
P108565	ur-szu-ga-lam-ma	dumu	nam-mah	PN	PN
P108566	sza3-ku3-ge	dumu	ku5-da	PN	V
P108567	e2-gurum2-e	dumu	da-ba	N	PN
P108569	ur-{d}lamma	dumu	lu2-nimgir	RN	PN
P108569	ur-esz3-lil2-la2	dumu	lugal-si-gar	PN	N
P108569	szesz-sa6-ga	dumu	lugal-arhusz-su3-me	PN	PN
P108569	lu2-sukkal-an-ka	dumu	ur-mes	PN	PN
P108569	ur-{d}ba-ba6	dumu	lu2-ba	PN	PN
P108569	inim-{d}inanna	dumu	ha-ba-zi-zi	PN	PN
P108569	ur-szu-ga-lam-ma	dumu	ur-{gesz}gigir-me	PN	PN
P108569	lu2-{d}nin-szubur	dumu	nimgir-sza3-kusz2	PN	PN
P108569	e2-ki-ur5-sa6	dumu	ur-e2-babbar2	TN	PN
P108569	ma-an-szum2	dumu	a-tu	PN	PN
P108569	ur-mes	dumu	ur-{d}en-ki	PN	PN
P108569	hu-ba	dumu	ur-ku3-nun	PN	PN
P108569	ur-{d}ig-alim	dumu	ug3-IL2	PN	PN
P108569	ur-mes	dumu	sza3-ku3-ge	PN	PN
P108569	ur-{d}nun-gal	dumu	sag-{d}utu-zu	PN	PN
P108569	ur-e2-ninnu	dumu	ha-ba-zi-zi	PN	PN
P108569	ur-{d}lamma	dumu	lu2-{d}nansze	RN	PN
P108570	ur-nig2	dumu	lu2-eb	PN	PN
P108570	lu2-{d}utu	dumu	ba-zi	PN	V
P108570	lu2-{d}nin-gir2-su	dumu	ARAD2-mu	PN	PN
P108571	...-du-du-ni	dumu	dab5-ba	V	V
P108571	4(disz)	dumu	1(ban2)	NU	NU
P108571	u3	dumu	ba-usz2	CNJ	V
P108572	ur-nig2	dumu	lu2-kal-la	PN	PN
P108572	du10-ga	dumu	ga-esz8	V	V
P108572	ur-{d}ig-alim	dumu	ur-tesz2	PN	PN
P108573	lu2-{d}na-ru2-a	dumu	ur-sa6-ga	PN	PN
P108574	ur-{d}lamma	dumu	lu2-{d}nin-gir2-su-ta	RN	PN
P108574	nig2-u2-rum	dumu	ki-tusz-lu2-ta	PN	PN
P108574	i3-kal-la	dumu	ur-{d}lamma-ta	PN	PN
P108574	lu2-{d}utu	dumu	ba-zi	PN	V
P108574	ba-zi	dumu	szesz-szesz	V	PN
P108574	ur-{d}lamma	dumu	lu2-{d}nin-gir2-su-ta	RN	PN
P108574	lu2-{d}nin-gir2-su	dumu	i3-kal-la	PN	PN
P108574	ba-zi	dumu	na-silim	V	PN
P108575	ur-{d}ig-alim	dumu	lu2-{d}nin-gir2-su	PN	PN
P108578	nam-mah	dumu	ur-{gesz}gigir	PN	PN
P108578	ur-{d}lamma	dumu	a-tu	RN	PN
P108578	ba-zi	dumu	na-silim	V	PN
P108578	ur-{d}ba-ba6	dumu	ur-gu-ta	PN	PN
P108579	ur-{d}ba-ba6	dumu	szabra-e2-ta	PN	PN
P108583	ur-sukkal	dumu	ur-esz3-e2-me	PN	PN
P108583	ur-{d}ba-ba6	dumu	lugal-erin2	PN	PN
P108583	ur-{d}ba-ba6	dumu	si-du3	PN	PN
P108584	ha-ba-zi-zi	dumu	lu2-kal-la	PN	PN
P108584	ur-{d}ig-alim	dumu	la-la	PN	PN
P108588	lu2-{d}na-ru2-a	dumu	nin9-kal-la	PN	PN
P108588	lu2-hu-rim3{ki}	dumu	geme2-nin-e-i3-zu	PN	PN
P108588	lu2-me-lam2	dumu	al-la	PN	V
P108588	lugal-ur-sag	dumu	ur-{d}lamma	PN	RN
P108588	lu2-{d}na-ru2-a	dumu	ki-lu5-la	PN	PN
P108588	sig4-ki-du10	dumu	geme2-{d}szul-pa-e3	PN	FN
P108588	ug3-IL2	dumu	geme2-e2-gibil	PN	PN
P108588	lu2-me-lam2	dumu	al-la	PN	V
P108588	e2-saga-e	dumu	ur-lugal	PN	PN
P108588	lu2-{d}nin-szubur	dumu	a-ab-ba	PN	V
P108588	ur-sa6-ga	dumu	ka5-a-mu	PN	PN
P108590	ab-ba-kal-la	dumu	lu2-nimgir	PN	PN
P108590	ab-ba-gi-na	dumu	{d}utu-bar-ra	PN	PN
P108590	a-kal-la	dumu	ab-ba-mu	PN	PN
P108591	ku5-da	dumu	geme2-ga2-da	V	PN
P108591	geme2-{d}nin-mug	dumu	geme2-tur3-(x)	PN	PN
P108591	1/2(disz)	dumu	u18-tur3-me	NU	V
P108592	ur-{d}nin-gir2-su	dumu	na-ba-sa6	PN	PN
P108592	lu2-{d}ba-ba6	dumu	na-ba-sa6	PN	PN
P108592	ur-{d}nin-mug	dumu	ur-e2-babbar2	PN	PN
P108592	ur-sa6-ga	dumu	e2-ur2-bi	PN	PN
P108592	nig2-{d}ba-ba6	dumu	NI-KU	PN	PN
P108592	ur-dam	dumu	ur-{d}nansze	PN	PN
P108592	nig2-{d}ba-ba6	dumu	NI-KU	PN	PN
P108592	ur-dam	dumu	ur-{d}nansze	PN	PN
P108592	ur-e2-ninnu	dumu	lugal-sza3-la2	PN	PN
P108593	gur	dumu	dab5-ba-me	N	V
P108593	da-da	dumu	ur-{d}ba-ba6	PN	PN
P108593	ur-{d}ba-ba6	dumu	ba-zi-ta	PN	PN
P108593	2(barig)	dumu	ba-usz2-me	NU	V
P108593	ur-mes	dumu	ur-nig2-ta	PN	PN
P108593	ur-{d}nansze	dumu	na-ba-sa6-ta	PN	PN
P108593	ab-ba-mu	dumu	na-ba-sa6	PN	PN
P108593	sza3-ku3-ge	dumu	ur-{d}nansze	PN	PN
P108593	ur-{d}nansze	dumu	lu2-du10-ga-ta	PN	PN
P108595	nig2-{d}ba-ba6	dumu	i3-ba-ta	PN	PN
P108595	ur-ab-ba	dumu	ba-zi-ta	PN	PN
P108595	ur-{d}nin-mug	dumu	ur-e2-babbar2	PN	PN
P108595	{d}utu-bar-ra	dumu	a-mu	PN	PN
P108595	lu2-bulug3-ga2	dumu	du10-ga	PN	V
P108595	ur-{d}ba-ba6	dumu	ur-dun	PN	PN
P108596	ur-tur	dumu	lugal-ur-sag	PN	PN
P108596	lu2-{d}utu	dumu	lugal-u3-ma	PN	PN
P108596	lu2-{d}nin-szubur	dumu	lu2-giri17-zal	PN	PN
P108596	ur-{d}ig-alim	dumu	ur-tesz2	PN	PN
P108596	nig2-du7	dumu	ha-ba-zi-zi	PN	PN
P108596	a-ga	dumu	lugal-im-ru-a	PN	PN
P108596	da-da	dumu	ur-{d}ba-ba6	PN	PN
P108596	ur-{d}lamma	dumu	{d}utu-mu	RN	PN
P108597	ur-{d}lamma	dumu	nam-mah	RN	PN
P108597	ur-sa6-ga	dumu	ur-gu-la	PN	PN
P108597	ur-{d}ba-ba6	dumu	lugal-bi	PN	N
P108597	ur-{d}lamma	dumu	ur-x	RN	PN
P108597	ur-gu-la	dumu	sanga	PN	N
P108597	ur-{d}nun-gal	dumu	erin-da	PN	PN
P108597	lu2-sa6-ga	dumu	du11-ga-zi-da	PN	PN
P108597	lu2-{d}nin-gir2-su	dumu	he2-na-lah5	PN	PN
P108597	lu2-gu-la	dumu	gir2-su	PN	GN
P108597	lu2-na	dumu	sza3-la2-su3	PN	PN
P108598	ur-nig2	dumu	lu2-kal-la	PN	PN
P108600	ur-{d}ba-ba6	dumu	ab-ba-iri	PN	N
P108600	3(u)	ama	ur-mes	NU	PN
P108600	3(u)	ama	e2-ki-bi	NU	PN
P108600	3(u)	ama	lu2-sig-il2-la	NU	N
P108600	1(disz)-sze3	ama	tur	NU	V
P108600	szu-gi4	dumu	nu-tuku	N	V
P108600	ur-{d}ba-ba6	dumu	ab-ba-iri	PN	N
P108600	1(disz)-sze3	ama	dumu	NU	N
P108600	ama	dumu	3(disz)-me	N	NU
P108600	szu-gi4	dumu	nu-tuku	N	V
P108600	al-la	dumu	lugal-erin2	V	PN
P108601	ur-{d}ba-ba6	dumu	ur-sa6-ga	PN	PN
P108601	lu2-me-lam2	dumu	ba-a	PN	PN
P108603	ur-{d}nansze	dumu	ur-{d}ig-alim	PN	PN
P108604	ur-{d}ba-ba6	dumu	ur-sa6-ga	PN	PN
P108604	ur-{d}ba-ba6	dumu	ur-sa6-ga	PN	PN
P108606	gu3-de2-a	dumu	lu2-{d}en-lil2-la2	PN	PN
P108612	ur-{d}ba-ba6	dumu	u2-du	PN	PN
P108612	nig2-{d}ba-ba6	dumu	ur-sa6-ga-ta	PN	PN
P108612	ur-{d}nin-gesz-zi-da	dumu	lugal-ni2-te-na-ta	PN	PN
P108612	ur-{d}nansze	dumu	ur-{d}ig-alim-ta	PN	PN
P108612	lugal-me-lam2	dumu	nibru{ki}	PN	SN
P108612	lu2-{d}nin-gir2-su	dumu	ur-nig2	PN	PN
P108612	ur-tur	dumu	a2-na-mu	PN	PN
P108612	lugal-me-lam2	dumu	nibru{ki}	PN	SN
P108612	lu2-{d}nin-gir2-su	dumu	ur-nig2	PN	PN
P108612	ur-tur	dumu	a2-na-mu	PN	PN
P108612	ur-{d}ba-ba6	dumu	ur-i7-edin-na	PN	PN
P108613	lu2-{d}na-ru2-a	dumu	ba-ba-a	PN	PN
P108613	ur-nig2	dumu	{d}inanna-ka	PN	PN
P108613	lu2-{d}na-ru2-a	dumu	i3-lam-ma	PN	PN
P108613	ur-mes	dumu	ur-ki-gu-la	PN	PN
P108613	lu2-me-lam2	dumu	du-du	PN	PN
P108613	ur-mes	dumu	lugal-si-gar	PN	N
P108613	{d}nin-mar{ki}-ka	dumu	ur-im-nun	PN	PN
P108613	lu2-{d}dumu-zi	dumu	ab-ba-gu-la	PN	PN
P108613	ur-mes	dumu	{d}utu-mu	PN	PN
P108613	ur-mes	dumu	lu2-{d}inanna	PN	PN
P108613	lu2-{d}na-ru2-a	dumu	ur-{d}nin-gesz-zi-da	PN	PN
P108615	ki-a-nag	ama	nin-dingir-ra	N	DN
P108615	lu2-{d}gesz-bar-e3	dumu	ab-ba-sa6-sa6	PN	PN
P108615	ur-{d}lamma	dumu	lu2-gu-la	RN	PN
P108615	ki-a-nag	ama	nin-dingir	N	PN
P108615	ki-a-nag	ama	nin-dingir-ra	N	DN
P108615	nig2	nin	...	N	PN
P108615	ur-{d}lamma	dumu	u2-da	RN	PN
P108615	ik-sur2	dumu	la-la	PN	PN
P108616	tak4-a	dumu	da-da	V	PN
P108616	tak4-a	dumu	gu-za-a	V	N
P108616	im-ma	dumu	ur-{gesz}gigir	V	PN
P108616	nina{ki}	dumu	lugal-en-nu	GN	PN
P108616	{d}nansze	dumu	ur-{d}lamma	DN	RN
P108616	ba-usz2	dumu	ur-sa6-ga	V	PN
P108616	{d}nansze	dumu	ur-mes	DN	PN
P108616	tak4-a	dumu	szesz-ki-lu5-la	V	PN
P108616	tak4-a	dumu	nig2-{d}ba-ba6	V	PN
P108616	ur-{d}kal-kal	dumu	kinda2{da}	PN	N
P108616	mar-...	dumu	bu3-u2-x	PN	PN
P108616	ba-usz2	dumu	lu2-{d}dumu-zi	V	PN
P108616	tak4-a	dumu	ad-da	V	PN
P108616	ur-{d}ba-ba6	dumu	ba-zi	PN	V
P108616	didli	dumu	gu-na	V	PN
P108616	didli	dumu	da-gu	V	PN
P108616	zah3	dumu	lu2-nimgir	V	PN
P108616	dam-gar3	dumu	in-sa6-sa6	N	PN
P108616	geme2-{d}li9-si4	dam	ur-mes	PN	PN
P108616	tak4-a	dumu	nin9-bi	V	PN
P108616	masz-gu-la	dumu	lugal-uszumgal	N	N
P108616	{d}nin-dar-a	dumu	ur-{gesz}gigir	DN	PN
P108616	lu2-{d}ba-ba6	dumu	nin-nig2-ni	PN	PN
P108616	ur-{d}nin-gesz-zi-da	dumu	ur-lugal	PN	PN
P108616	munu4-mu2	dumu	ga	N	N
P108616	ur-{d}ba-ba6	dumu	ki-tusz-lu2	PN	PN
P108616	ur-{d}nansze	dumu	u18-lal3	PN	PN
P108616	ur-{d}namma	dumu	x-...	PN	PN
P108616	ur-{d}utu	dumu	...	PN	PN
P108616	lu2-{d}gesz-bar-e3	dumu	a-ga	PN	PN
P108616	ur-{d}nin-mug	dumu	ur-szu	PN	N
P108617	lu2-{d}na-ru2-a	dumu	geme2-{d}lamma	PN	PN
P108617	ur-{d}nin-gesz-zi-da	dumu	geme2-ba	PN	PN
P108617	da-da	dumu	ur-{d}lamma	PN	RN
P108617	ur-{d}nin-gesz-zi-da	dumu	{d}nin-mar{ki}-i3-sa6	PN	PN
P108617	ba-sa6-ga	dumu	{d}nin-mar{ki}-ka	PN	PN
P108617	ad-kup4	dumu	a-tu	N	PN
P108617	SZIM	dumu	ba-sa6-ga	N	PN
P108617	ur-{d}hendur-sag	dumu	lu2-{d}ba-ba6	PN	PN
P108617	lu2-{d}na-ru2-a	dumu	nin-ki-ni	PN	PN
P108617	lu2-{d}nin-gir2-su	dumu	ba-zi	PN	V
P108617	ur-{d}nansze	dumu	al-la	PN	V
P108617	lu2-{d}ba-ba6	dumu	a-hu-a	PN	PN
P108617	ku3-{d}nanna	dumu	uri5{ki}	PN	SN
P108617	ur-{d}ba-ba6	dumu	ur-mes	PN	PN
P108617	ur-nigar{gar}	dumu	lu2-{d}nansze	PN	PN
P108617	ur-nigar{gar}	dumu	ur-sukkal	PN	PN
P108617	ur-nigar{gar}	dumu	ur-sukkal	PN	PN
P108617	ur-nigar{gar}	dumu	lu2-{d}nansze	PN	PN
P108618	lu2-ba	dumu	ur-{d}isztaran	PN	PN
P108618	lu2-{d}nin-szubur	dumu	ur-{d}dumu-zi	PN	PN
P108618	lu2-bar-ku3-ga	dumu	lu2-bala-sa6-ga	PN	PN
P108618	lugal-nina{ki}	dumu	ka5-a	PN	N
P108618	nimgir-an-ne2-zu	dumu	ur-{d}sza-u-sza	PN	PN
P108618	sza3-ge-ba-du10	dumu	nig2-u2-rum	PN	PN
P108618	lu2-{d}nansze	dumu	lugal-uszur4	PN	PN
P108618	lugal-uszur4	dumu	u2	PN	N
P108618	e2-kur-he2-gal2	dumu	sza3-ba-na-sig	PN	PN
P108618	lu2-{d}dumu-zi	dumu	lugal-KU	PN	N
P108618	lugal-du10	dumu	ur-bara2-si-ga	PN	PN
P108618	esz3-ta-szu-sa6-ga	dumu	ama-mu	PN	PN
P108618	u2-da	dumu	ur-{d}nin-su	PN	PN
P108618	lu2-dingir-ra	dumu	ba-an-tuku	PN	V
P108618	ur-mes	dumu	giri3-ni-i3-sa6	PN	PN
P108618	lu2-bi-mu	dumu	ur-{d}ig-alim	PN	PN
P108619	lu2-{d}nin-szubur	dumu	diri-ta	PN	V
P108619	lu2-{d}nin-gir2-su	dumu	diri-ta	PN	V
P108619	lu2-{d}nin-gir2-su	dumu	diri-ta	PN	V
P108619	2(disz)	dumu	2(ban2)	NU	NU
P108619	lugal-amar-ku3	dumu	diri-ta	PN	V
P108619	nam-iri-na	dumu	diri-ta	N	V
P108619	lugal-a2-zi-da	dumu	diri-ta	PN	V
P108619	ur-du6-hi-li-ba	dumu	diri-ta	PN	V
P108619	la-ni-mu	dumu	im-ma-si	PN	V
P108619	szesz-kal-la	dumu	a-tu	PN	PN
P108619	4(disz)	dumu	2(ban2)	NU	NU
P108620	lu2-{d}na-ru2-a	dumu	geme2-{d}lamma	PN	PN
P108620	ur-{d}nin-gesz-zi-da	dumu	geme2-ba	PN	PN
P108620	ba-sa6-ga	dumu	{d}nin-mar{ki}-ka	PN	PN
P108620	ur-{d}nin-mar{ki}	dumu	1(disz)	PN	NU
P108620	ur-{d}nin-gesz-zi-da	dumu	{d}nin-mar{ki}-i3-sa6	PN	PN
P108620	azlag2	dumu	ur-{d}nin-gesz-zi-da	N	PN
P108620	nam-tar-eb2-gu-ul	dumu	a-tu	PN	PN
P108620	bahar2	dumu	ba-sa6-ga	N	PN
P108620	ur-{d}hendur-sag	dumu	lu2-{d}ba-ba6	PN	PN
P108620	lu2-{d}nin-gir2-su	dumu	ba-zi	PN	V
P108620	ku3-{d}nanna	dumu	uri5{ki}	PN	SN
P108620	ur-{d}ba-ba6	dumu	ur-mes	PN	PN
P108620	ur-{d}ig-alim	dumu	ur-{d}szul-pa-e3	PN	PN
P108620	ur-nigar{gar}	dumu	lu2-{d}nansze	PN	PN
P108620	ur-nigar{gar}	dumu	ur-sukkal	PN	PN
P108621	2(asz)-ta	dumu	diri	NU	N
P108621	gur	dumu	diri	N	N
P108622	ur-mes	dumu	{d}ba-ba6-GIR2@g-gal-ta	PN	PN
P108622	ur-{d}ba-ba6	dumu	ur-nig2	PN	PN
P108622	ur-{d}ba-ba6	dumu	ba-zi-ta	PN	PN
P108622	ur-nig2	dumu	lu2-a-ki	PN	PN
P108622	ur-{d}ab	dumu	nam-mah	PN	PN
P108622	lugal-za3-ge-si	dumu	ba-ba-a	PN	PN
P108622	ur-{d}ba-ba6	dumu	ur-sa6-ga	PN	PN
P108622	ur-{d}nun-gal	dumu	erin2-da	PN	PN
P108622	lu2-{d}nin-gir2-su	dumu	i3-kal-la	PN	PN
P108622	ur-{d}ab	dumu	ur-{d}ba-ba6	PN	PN
P108622	ur-{d}ba-ba6	dumu	nam-ha-ni	PN	N
P108622	...-kal-la	dumu	lugal-a2-zi-da	PN	PN
P108626	lugal-mas-su	dumu	lu2-har-sa-ra	PN	PN
P108627	{d}nin-mar{ki}-ka	dumu	dah	PN	PN
P108628	ur-{d}lamma	dumu	ur-{d}suen	RN	PN
P108629	lu2-{d}nin-gir2-su	dumu	ba-zi	PN	V
P108629	ur-ab-ba	dumu	ba-zi	PN	V
P108633	ur-{d}isztaran	dumu	e2-ki-gal-la-ta	PN	PN
P108633	a-tu	dumu	ka5-a-ta	PN	PN
P108633	ur-{d}ba-ba6	dumu	du-du-ta	PN	PN
P108634	na-ba-sa6	dumu	a-tu-ta	PN	PN
P108634	lu2-iri-sag	dumu	ad-da-mu-ta	PN	PN
P108634	ur-{d}lamma	dumu	ur-ab-ba	RN	PN
P108634	ur-{d}lamma	dumu	lu2-sa6-ga	RN	PN
P108634	ur-{d}lamma	dumu	nam-mah	RN	PN
P108634	lu2-giri17-zal	dumu	ur-nigar{gar}	PN	PN
P108634	lugal-inim-gi-na	dumu	ur-{gesz}gigir	PN	PN
