tablet_num	subject	relation_type	object	subject_tag	object_tag
P290512	ab-ba-gi-na	dumu	lugal-{gesz}gigir-re	PN	PN
P290512	ur-{d}suen	dumu	ur-{d}ba-ba6	PN	PN
P290512	dub-sar	dumu	ur-nigar{gar}	N	PN
P290513	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290514	dub-sar	dumu	lu2-ga	N	PN
P290515	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290516	dub-sar	dumu	ur-ge6-par4	N	PN
P290517	dub-sar	dumu	ur-nigar{gar}	N	PN
P290518	dub-sar	dumu	ur-nigar{gar}	N	PN
P290519	dub-sar	dumu	szesz-kal-la	N	PN
P290520	nu-banda3-gu4	dumu	giri3-ni	N	N
P290521	dub-sar	dumu	ur-{d}ha-ia3	N	PN
P290523	dub-sar	dumu	lugal-uszur3	N	PN
P290527	szesz-kal-la	dumu	tir-gu	PN	PN
P290527	dub-sar	dumu	tir-gu	N	PN
P290533	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290534	dub-sar	dumu	lugal-nesag-e	N	PN
P290560	szesz-kal-la	dumu	ur-lugal	PN	PN
P290561	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290562	kuruszda	dumu	{d}utu-ge6	N	PN
P290563	giri3	dam	za-ma-ti	N	PN
P290563	dub-sar	dumu	ur-nigar{gar}	N	PN
P290564	nu-banda3-gu4	dumu	su-ga	N	V
P290565	dub-sar	dumu	ur-e11-e	N	PN
P290566	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290567	dub-sar	dumu	da-da	N	PN
P290568	ur-{gesz}gigir	dumu	da-gu-mu	PN	N
P290568	dub-sar	dumu	ur-nigar{gar}	N	PN
P290569	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290570	dub-sar	dumu	e2-gal-e-si	N	PN
P290571	dub-sar	dumu	ugu2-du6	N	PN
P290572	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290573	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290574	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290576	dub-sar	dumu	lugal-nesag-e	N	PN
P290577	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P290578	dub-sar	dumu	la-ni-mu	N	PN
P290579	dub-sar	dumu	a-a-kal-la	N	PN
P290580	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P290582	dub-sar	dumu	lugal-nig2-lagar-e	N	PN
P290587	in-sa6-sa6	dumu	bi2-du11-mu	PN	PN
P290588	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P290589	dub-sar	dumu	lugal-gaba	N	N
P290590	lu2-{d}szara2	dumu	ur-{gesz}gigir	PN	PN
P290590	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290592	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290593	ku3-ga-ni	dumu	a-gub-ba	N	PN
P290594	dub-sar	dumu	ur-nigar{gar}	N	PN
P290595	dub-sar	dumu	ur-e11-e	N	PN
P290596	dub-sar	dumu	ur-e11-e	N	PN
P290597	dub-sar	dumu	lugal-{gesz}kiri6	N	PN
P290598	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P290599	dub-sar	dumu	lu2-{d}szara2	N	PN
P290600	dub-sar	dumu	{d}szara2-za-me	N	PN
P290601	dub-sar	dumu	ur-e2-nun-na	N	PN
P290602	dub-sar	dumu	ma-an-szum2	N	PN
P290603	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290604	dub-sar	dumu	lugal-gaba	N	N
P290605	dub-sar	dumu	dingir-ra	N	PN
P290606	dub-sar	dumu	ur-nigar{gar}	N	PN
P290607	dub-sar	dumu	ur-nigar{gar}	N	PN
P290608	in-sa6-sa6	dumu	bi2-du11-mu	PN	PN
P290609	dub-sar	dumu	ur-nigar{gar}	N	PN
P290610	dub-sar	dumu	lu2-sa6-ga	N	PN
P290611	dub-sar	dumu	{d}szara2-ga2-la2	N	PN
P290614	inim-{d}szara2	dumu	ur-nigar{gar}	PN	PN
P290615	dub-sar	dumu	da-da-ga	N	PN
P290617	dub-sar	dumu	lu2-sa6-ga	N	PN
P290618	dub-sar	dumu	ur-nigar{gar}	N	PN
P290619	dub-sar	dumu	lugal-gaba	N	N
P290620	lu2-{d}szara2	dumu	ha-ra-ti-i3-la	PN	PN
P290621	dub-sar	dumu	ma-an-szum2	N	PN
P290622	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290624	dub-sar	dumu	ur-{d}nisaba	N	PN
P290625	dub-sar	dumu	lugal-sa6-ga	N	PN
P290629	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290630	dub-sar	dumu	ur-{d}szara2	N	PN
P290631	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290632	dub-sar	dumu	lugal-sa6-ga	N	PN
P290634	dub-sar	dumu	lu2-ga	N	PN
P290635	dub-sar	dumu	da-da-ga	N	PN
P290636	dub-sar	dumu	da-da	N	PN
P290638	dub-sar	dumu	{d}szara2-ga2-la2	N	PN
P290639	lugal-nig2-lagar-e	dumu	iri-bar-re	PN	N
P290641	szesz-kal-la	dumu	lu2-kal-la	PN	PN
P290642	dub-sar	dumu	lugal-uszur3	N	PN
P290643	dub-sar	dumu	ur-nigar{gar}	N	PN
P290644	dub-sar	dumu	ur-nigar{gar}	N	PN
P290645	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290648	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290650	dub-sar	dumu	da-da	N	PN
P290651	dub-sar	dumu	la-ni-mu	N	PN
P290652	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290653	na-ba-sa6	dumu	he2-sa6	PN	PN
P290655	ur-{d}nun-gal	dumu	ur-nigar	PN	PN
P290656	lu2-u18	dumu	bi2-du11-mu	PN	PN
P290657	dub-sar	dumu	lu2-ga	N	PN
P290658	dub-sar	dumu	ur-nigar{gar}	N	PN
P290659	dub-sar	dumu	lugal-sa6-ga	N	PN
P290660	ur-lugal	dumu	szesz-kal-la	PN	PN
P290661	dub-sar	dumu	ur-nigar{gar}	N	PN
P290662	dub-sar	dumu	ur-ki-ag2-mu	N	PN
P290665	dub-sar	dumu	en-u2-a	N	PN
P290666	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290667	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290668	sila3	dumu	e2-a-lu-bi	N	PN
P290668	dub-sar	dumu	lugal-inim-gi-na	N	PN
P290669	kuruszda	dumu	{d}utu-ge6	N	PN
P290670	dub-sar	dumu	ur-nigar{gar}	N	PN
P290672	dub-sar	dumu	ur-ge6-par4	N	PN
P290673	dub-sar	dumu	ur-e11-e	N	PN
P290674	ur-{d}dumu-zi-da	dumu	szesz-sa6-ga	PN	PN
P290678	dub-sar	dumu	ur-nigar{gar}	N	PN
P290679	dub-sar	dumu	lugal-{gesz}kiri6	N	PN
P290680	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290681	dub-sar	dumu	a-kal-la	N	PN
P290682	lugal-e	dumu	su-tur	N	PN
P290684	dub-sar	dumu	lugal-{gesz}kiri6	N	PN
P290685	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290686	szu-i	dumu	dingir-ba-ni	N	PN
P290687	dub-sar	dumu	he2-ma-du	N	PN
P290688	ur-{d}suen	dumu	ur-{gesz}gigir	PN	PN
P290690	dub-sar	dumu	ur-ki-ag2-mu	N	PN
P290696	dub-sar	dumu	du10-ga	N	V
P290697	dub-sar	dumu	lu2-{d}szara2	N	PN
P290698	inim-{d}szara2	dumu	ur-nigar{gar}	PN	PN
P290699	dub-sar	dumu	la-a-sa6	N	PN
P290700	dub-sar	dumu	ur-{d}ba-ba6	N	PN
P290703	dub-sar	dumu	en-u2-a	N	PN
P290704	dub-sar	dumu	lugal-nesag-e	N	PN
P290705	dub-sar	dumu	lugal-sa6-ga	N	PN
P290707	nu-banda3-gu4	dumu	ur-dun	N	PN
P290708	dub-sar	dumu	ur-e2-an-na	N	PN
P290709	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290710	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290711	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290712	lu2-{d}szara2	dumu	al-la	PN	V
P290713	dub-sar	dumu	da-da	N	PN
P290714	dub-sar	dumu	lugal-sa6-ga	N	PN
P290715	dub-sar	dumu	ur-nigar{gar}	N	PN
P290716	sza3-ku3-ge	dumu	ARAD2-hu-la	PN	PN
P290716	a-a-kal-la	dumu	u3-ma-ni	PN	PN
P290716	lu2-{d}szara2	dumu	ukken-ne2	PN	PN
P290716	dub-sar	dumu	ur-e11-e	N	PN
P290717	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290718	dub-sar	dumu	szesz-kal-la	N	PN
P290720	dub-sar	dumu	lugal-ma2-gur8-re	N	PN
P290721	dub-sar	dumu	ur-nigar{gar}	N	PN
P290722	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290723	dub-sar	dumu	da-a-gi4	N	PN
P290724	dub-sar	dumu	ur-nigar{gar}	N	PN
P290725	dub-sar	dumu	lu2-banda3{da}	N	PN
P290726	dub-sar	dumu	szesz-kal-la	N	PN
P290730	dub-sar	dumu	ur-nigar{gar}	N	PN
P290731	dub-sar	dumu	bar-ra-an	N	PN
P290732	dub-sar	dumu	ur-e11-e	N	PN
P290733	ur-e2-nun	dumu	na-silim	PN	PN
P290733	a-kal-la	dumu	nig2-du10-ga-mu	PN	PN
P290736	dub-sar	dumu	lugal-uszur4	N	PN
P290737	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290738	nu-banda3-gu4	dumu	giri3-ni	N	N
P290739	ur-lugal	dumu	szesz-kal-la	PN	PN
P290740	dub-sar	dumu	sza3-ku3-ge	N	PN
P290741	dub-sar	dumu	he2-ma-du	N	PN
P290742	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P290743	dub-sar	dumu	da-du-mu	N	PN
P290744	{d}szara2-a-mu	dumu	{d}szara2-szesz	PN	PN
P290745	inim-{d}inanna	dumu	lugal-iti-da	PN	PN
P290746	dub-sar	dumu	ur-nigar{gar}	N	PN
P290747	ur-dun	dumu	ha-ba-lu5-ge2	PN	PN
P290747	dub-sar	dumu	ur-{d}isztaran	N	PN
P290748	dub-sar	dumu	lu2-ga	N	PN
P290750	dub-sar	dumu	da-da	N	PN
P290752	{d}er3-ra-ul-li2	dumu	ha-la-...	PN	PN
P290753	dub-sar	dumu	lugal-sa6-ga	N	PN
P290754	dub-sar	dumu	lugal-gu3-de2	N	PN
P290755	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290756	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290759	ur-mes	dumu	la-na	PN	PN
P290760	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P290761	kuruszda	dumu	{d}utu-ge6	N	PN
P290763	gur4-za-an	dumu	al-la	PN	V
P290779	ensi2-ka	dumu	a-zi-da	N	PN
P290782	dub-sar	dumu	da-da	N	PN
P290783	dub-sar	dumu	ur-nigar{gar}	N	PN
P290784	dub-sar	dumu	lu2-ga	N	PN
P290788	ad-kup4	dumu	lugal-gu4-e	N	PN
P290788	1(disz)	dumu	lugal-nig2-lagar-e	NU	PN
P290788	dam-gar3	dumu	na-ba-sa6	N	PN
P290792	dub-sar	dumu	lugal-nesag-e	N	PN
P290794	dub-sar	dumu	nam-ha-ni	N	N
P290795	dub-sar	dumu	nigar{gar}-ki-du10	N	PN
P290796	dub-sar	dumu	lu2-{d}szara2	N	PN
P290799	in-sa6-sa6	dumu	bi2-du11-mu	PN	PN
P290800	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290801	dub-sar	dumu	i-di3-er3-ra	N	PN
P290802	dub-sar	dumu	ur-nigar{gar}	N	PN
P290803	na-ba-sa6	dumu	he2-sa6	PN	PN
P290805	dub-sar	dumu	ur-nigar{gar}	N	PN
P290806	ensi2	dumu	lugal-nig2-lagar-e	N	PN
P290809	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290810	dub-sar	dumu	ur-nigar{gar}	N	PN
P290811	dub-sar	dumu	en-u2-a	N	PN
P290812	dub-sar	dumu	e2-ki	N	PN
P290813	lu2-du10-ga	dumu	lugal-nesag-e	PN	PN
P290813	dub-sar	dumu	ur-nigar{gar}	N	PN
P290814	lugal-e	dumu	su-tur	N	PN
P290815	a-lu5-lu5	dumu	inim-{d}szara2	N	PN
P290817	gur8-za-an	dumu	al-la	PN	V
P290818	dub-sar	dumu	ur-{d}nin-su	N	PN
P290820	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290822	lu2-ge6-par4	dumu	ur-szesz-a-ni	PN	PN
P290823	dub-sar	dumu	ur-e11-e	N	PN
P290824	lugal-ma2-gur8-re	dumu	an-da-gu-du	PN	PN
P290826	dub-sar	dumu	ur-nigar{gar}	N	PN
P290827	dub-sar	dumu	ur-nigar{gar}	N	PN
P290828	lu2-{d}nin-...	dumu	he2-sa6	PN	PN
P290830	ur4-sza3-ta-lu	dumu	ur-szu-ku3-ga	PN	PN
P290833	dub-sar	dumu	bar-ra-an	N	PN
P290834	dub-sar	dumu	sza3-ku3-ge	N	PN
P290835	dub-sar	dumu	lugal-sa6-ga	N	PN
P290837	dub-sar	dumu	ur-nigar{gar}	N	PN
P290838	dub-sar	dumu	ur-nigar{gar}	N	PN
P290839	dub-sar	dumu	lu2-ga	N	PN
P290840	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290841	dub-sar	dumu	da-da	N	PN
P290842	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290844	lugal-e	dumu	su-tur	N	PN
P290846	dub-sar	dumu	du10-ga	N	V
P290847	ur-nigar{gar}	dumu	lugal-kar-re	PN	PN
P290847	ur-nigar{gar}	dumu	lugal-kar-re	PN	PN
P290849	nin-me-lam2	dam	ur-{d}li9-si4	PN	PN
P290852	dub-sar	dumu	ur-nigar{gar}	N	PN
P290853	dub-sar	dumu	{d}szara2-ga2-la2	N	PN
P290854	dub-sar	dumu	na-silim	N	PN
P290856	dub-sar	dumu	ur-nigar{gar}	N	PN
P290859	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290860	lu2-dingir-ra	dumu	a2-an-du-ru	PN	PN
P290861	szesz-kal-la	dumu	na-silim	PN	PN
P290862	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290865	dub-sar	dumu	ur-nigar{gar}	N	PN
P290866	dub-sar	dumu	da-da	N	PN
P290870	dub-sar	dumu	nigar{gar}-ki-du10	N	PN
P290871	dub-sar	dumu	ur-nigar{gar}	N	PN
P290875	{d}szara2	dumu	lugal-sa6-ga	DN	PN
P290876	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290877	dub-sar	dumu	du10-ga	N	V
P290881	dub-sar	dumu	ur-{d}utu	N	PN
P290882	lu2-he2-gal2	dumu	ur-{gesz}gigir	PN	PN
P290883	dub-sar	dumu	ur-nigar{gar}	N	PN
P290902	dub-sar	dumu	lu2-{d}szara2	N	PN
P290903	ur-nigar{gar}	dumu	ensi2-ka-ta	PN	N
P290906	2(disz)	dumu	engar	NU	N
P290906	gurusz	dumu	engar	N	N
P290906	dub-sar	dumu	da-da	N	PN
P290907	dub-sar	dumu	lugal-gaba	N	N
P290908	dub-sar	dumu	da-da	N	PN
P290909	dub-sar	dumu	ur-e11-e	N	PN
P290911	dub-sar	dumu	ur-nigar{gar}	N	PN
P290912	dub-sar	dumu	lu2-ga	N	PN
P290913	dub-sar	dumu	lugal-iti-da	N	PN
P290914	dub-sar	dumu	ur-nigar{gar}	N	PN
P290915	dub-sar	dumu	lugal-{gesz}kiri6	N	PN
P290916	dub-sar	dumu	lu2-{d}nin-szubur	N	PN
P290917	inim-{d}inanna	dumu	lugal-iti-da	PN	PN
P290918	dub-sar	dumu	ur-mes	N	PN
P290920	dub-sar	dumu	ur-e11-e	N	PN
P290921	dub-sar	dumu	lugal-nesag-e	N	PN
P290922	dub-sar	dumu	lugal-ma2-gur8-re	N	PN
P290923	dub-sar	dumu	da-da	N	PN
P290924	dub-sar	dumu	ha-ba-lu5-ge2	N	PN
P290925	a-szi-an	dumu	lugal-sa6-ga	PN	PN
P290926	dub-sar	dumu	ur-{d}ha-ia3	N	PN
P290927	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290928	dub-sar	dumu	ur-nigar{gar}	N	PN
P290929	dub-sar	dumu	ur-mes	N	PN
P290930	dub-sar	dumu	lugal-iti-da	N	PN
P290933	lu2-{d}szara2	dumu	lugal-a2-zi-da	PN	PN
P290935	a-a-gi-na	dumu	an-ta-mu-zu	PN	PN
P290936	dub-sar	dumu	szesz-kal-la	N	PN
P290940	dub-sar	dumu	szesz-kal-la	N	PN
P290941	...	dumu	{d}...	PN	DN
P290942	dub-sar	dumu	ur-{d}nisaba	N	PN
P290943	dub-sar	dumu	lu2-ga	N	PN
P290944	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P290945	nu-banda3-gu4	dumu	giri3-ni	N	N
P290946	lu2-{d}szara2	dumu	ur-{gesz}gigir	PN	PN
P290946	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290947	dub-sar	dumu	ma-ma	N	PN
P290948	dub-sar	dumu	inim-{d}szara2	N	PN
P290949	dub-sar	dumu	ugu2-du6	N	PN
P290950	dub-sar	dumu	lu2-sa6-ga	N	PN
P290951	dub-sar	dumu	a2-zi-da	N	PN
P290952	dub-sar	dumu	bar-ra-an	N	PN
P290953	dub-sar	dumu	la-a-sa6	N	PN
P290954	lugal-dab6-ba-an	dumu	ur-...	PN	PN
P290955	dub-sar	dumu	ur-{d}nisaba	N	PN
P290956	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290957	dub-sar	dumu	ur-e11-e	N	PN
P290958	a-hu-ni	dumu	{d}szara2-kam	PN	PN
P290959	dub-sar	dumu	ur-e11-e	N	PN
P290960	dub-sar	dumu	lugal-e2-mah-e	N	PN
P290962	dub-sar	dumu	ur-e2-nun-na	N	PN
P290963	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290964	dub-sar	dumu	lugal-gaba	N	N
P290965	dub-sar	dumu	lugal-sa6-ga	N	PN
P290966	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290967	{d}szara2	dumu	lugal-sa6-ga	DN	PN
P290968	dub-sar	dumu	ur-{d}utu	N	PN
P290969	dub-sar	dumu	na-silim	N	PN
P290971	dub-sar	dumu	lugal-gaba	N	N
P290972	dub-sar	dumu	ur-nigar{gar}	N	PN
P290973	dub-sar	dumu	a-kal-la	N	PN
P290974	dub-sar	dumu	ad-da	N	PN
P290975	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290976	dub-sar	dumu	ur-{gesz}gigir	N	PN
P290978	dub-sar	dumu	lugal-gaba	N	N
P290983	gu3-de2-a	dumu	ur-nigar{gar}	PN	PN
P290984	ur-{gesz}gigir	dumu	ur-nim	PN	PN
P290984	dub-sar	dumu	lu2-ga	N	PN
P290985	dub-sar	dumu	ur-nigar{gar}	N	PN
P290987	ur-{d}szara2	dumu	ur-{d}suen	PN	PN
P290988	dub-sar	dumu	ur-nigar{gar}	N	PN
P290989	dub-sar	dumu	lugal-uszur3	N	PN
P290990	dub-sar	dumu	ur-ge6-par4	N	PN
P290992	dub-sar	dumu	ukken-ne2	N	PN
P290993	dub-sar	dumu	ur-e11-e	N	PN
P290994	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P290996	dub-sar	dumu	ur-{d}ha-ia3	N	PN
P290997	dub-sar	dumu	ur-nigar{gar}	N	PN
P291000	ku3-ga-ni	dumu	gu3-de2-a	N	PN
P291002	dub-sar	dumu	la-a-sa6	N	PN
P291003	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P291004	a-du-mu	dumu	u3-ma-ni	PN	PN
P291005	dub-sar	dumu	na-silim	N	PN
P291006	inim-{d}szara2	dumu	da-a-ga	PN	V
P291008	dub-sar	dumu	ur-e11-e	N	PN
P291009	dub-sar	dumu	ur-e11-e	N	PN
P291010	a-a-gi-na	dumu	an-ta-mu-zu	PN	PN
P291011	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P291012	{d}nin-ur4-ra-ka	dumu	ur-{gesz}gigir	FN	PN
P291013	dub-sar	dumu	tir-gu	N	PN
P291027	dub-sar	dumu	ur-ku3	N	PN
P291091	dub-sar	dumu	e2-gal-e-si	N	PN
P291094	mu-ni	dumu	a-a-kal-la	V	PN
P291097	dub-sar	dumu	e2-gal-e-si	N	PN
P291100	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P291102	dub-sar	dumu	na-silim	N	PN
P291103	dub-sar	dumu	lugal-ma2-gur8-re	N	PN
P291104	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P291105	dub-sar	dumu	lu2-sa6-ga	N	PN
P291106	dub-sar	dumu	ba-sa6	N	PN
P291107	dub-sar	dumu	bar-ra-an	N	PN
P291108	dub-sar	dumu	ur-nigar{gar}	N	PN
P291109	ur-mes	dumu	la-na	PN	PN
P291111	dub-sar	dumu	nigar{gar}-ki-du10	N	PN
P291112	dub-sar	dumu	a2-an-du-ru	N	PN
P291113	dub-sar	dumu	ur-e11-e	N	PN
P291114	lugal-a2-zi-da	dumu	inim-{d}szara2	PN	PN
P291115	ur-sa6-ga	dumu	ur-{d}bil3	PN	PN
P291116	dub-sar	dumu	ur-e2-an-na	N	PN
P291117	dub-sar	dumu	ur-e11-e	N	PN
P291118	dub-sar	dumu	bar-ra-an	N	PN
P291119	dub-sar	dumu	lugal-e2-mah-e	N	PN
P291121	ur-{d}suen	dumu	nigar{gar}-ki-du10	PN	PN
P291124	dub-sar	dumu	du10-ga	N	V
P291125	i7-pa-e3	dumu	lugal-uszur3	PN	PN
P291126	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P291127	{d}szara2-kam	dumu	sa6-...	PN	PN
P291131	niga	dumu	lugal-sa6-ga	V	PN
P291137	dub-sar	dumu	szesz-kal-la	N	PN
P291138	dub-sar	dumu	ur-nigar{gar}	N	PN
P291139	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P291142	dub-sar	dumu	ur-nigar{gar}	N	PN
P291143	dub-sar	dumu	u3-ma-ni	N	PN
P291144	dub-sar	dumu	a-a-kal-la	N	PN
P291145	dub-sar	dumu	ur-nigar{gar}	N	PN
P291146	dub-sar	dumu	ur-e11-e	N	PN
P291147	dub-sar	dumu	lugal-nesag-e	N	PN
P291148	dub-sar	dumu	ur-nigar{gar}	N	PN
P291149	lugal	dumu	ur-{d}er3-ra	N	PN
P291150	dub-sar	dumu	a-hu-du10	N	PN
P291152	dub-sar	dumu	ur-{gesz}gigir	N	PN
P291153	ur-mes	dumu	la-na	PN	PN
P291154	dub-sar	dumu	ur-{d}nin-su	N	PN
P291155	dub-sar	dumu	ur-{d}ba-ba6	N	PN
P291157	a-a-gi-na	dumu	ur-{d}isztaran	PN	PN
P291158	ur-mes	dumu	la-na	PN	PN
P291160	dub-sar	dumu	da-da	N	PN
P291162	dub-sar	dumu	da-da	N	PN
P291163	dub-sar	dumu	ur-e11-e	N	PN
P291164	dub-sar	dumu	ur-{d}nisaba	N	PN
P291165	giri3	nin	zabala3{ki}-sze3	N	SN
P291165	dub-sar	dumu	sza3-ku3-ge	N	PN
P291166	dub-sar	dumu	lu2-{d}szara2	N	PN
P291167	dub-sar	dumu	lu2-gi-na	N	PN
P291168	dub-sar	dumu	ur-nigar{gar}	N	PN
P291169	dub-sar	dumu	ur-nigar{gar}	N	PN
P291170	dub-sar	dumu	ur-e11-e	N	PN
P291171	dub-sar	dumu	lu2-ga	N	PN
P291172	dub-sar	dumu	a-hu-du10	N	PN
P291173	dub-sar	dumu	lu2-{d}szara2	N	PN
P291174	dub-sar	dumu	lugal-{gesz}kiri6	N	PN
P291175	dub-sar	dumu	ur-e2-nun-na	N	PN
P291176	dub-sar	dumu	ur-nigar{gar}	N	PN
P291177	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P291178	dub-sar	dumu	ur-{d}isztaran	N	PN
P291179	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P291180	dub-sar	dumu	ur-{gesz}gigir	N	PN
P291182	dub-sar	dumu	ur-nigar{gar}	N	PN
P291183	dub-sar	dumu	lugal-sa6-ga	N	PN
P291184	dub-sar	dumu	ugu2-du6	N	PN
P291185	lu2-{d}en-lil2-la2	dumu	ur-ku3	PN	PN
P291186	{d}szara2-i3-zu	dumu	lugal-gu4-e	PN	PN
P291187	dub-sar	dumu	ur-e11-e	N	PN
P291188	dub-sar	dumu	i3-li2-i-din-nam	N	PN
P291190	dub-sar	dumu	ad-da	N	PN
P291192	muhaldim	dumu	du-la-bi	N	PN
P291193	lugal-ku3-zu	dumu	lugal-nig2-lagar-e	PN	PN
P291195	dub-sar	dumu	a2-zi-da	N	PN
P291201	lugal-ku3-zu	dumu	ab-ba	PN	N
P291249	dub-sar	dumu	ur-{gesz}gigir	N	PN
P291269	dub-sar	dumu	...	N	PN
P291273	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P291274	lu2-{d}szara2	dumu	ur-{gesz}gigir	PN	PN
P291274	dub-sar	dumu	ur-{gesz}gigir	N	PN
P291276	dub-sar	dumu	lu2-ga	N	PN
P291277	lugal-ku3-ga-ni	dumu	ur-mes	PN	PN
P291278	dub-sar	dumu	ur-nigar{gar}	N	PN
P291279	dub-sar	dumu	lu2-banda3{da}	N	PN
P291303	dub-sar	dumu	ur-{d}isztaran	N	PN
P291304	ma2-lah5	dumu	lugal-nir-gal2	N	PN
P291305	igi-kar2	nin	ki	N	N
P291306	nu-banda3-gu4	dumu	giri3-ni	N	N
P291307	dub-sar	dumu	a-kal-la	N	PN
P291308	dub-sar	dumu	ur-e11-e	N	PN
P291312	a2	dumu	dab5-ba	N	V
P291314	dub-sar	dumu	lugal-nesag-e	N	PN
P291316	szesz-a-ni	dumu	ur-{gesz}gigir	N	PN
P291318	dub-sar	dumu	ur-{d}szul-gi	N	PN
P291319	dub-sar	dumu	lugal-e2-mah-e	N	PN
P291320	dub-sar	dumu	lugal-ku3-ga-ni	N	PN
P291321	dub-sar	dumu	ur-nigar{gar}	N	PN
P291350	dub-sar	dumu	lu2-{d}szara2	N	PN
P291351	dub-sar	dumu	ur-nigar{gar}	N	PN
P291352	dub-sar	dumu	lu2-{d}nin-gir2-su	N	PN
P291354	dub-sar	dumu	ur-e11-e	N	PN
P291355	dub-sar	dumu	ur-e11-e	N	PN
P291356	dub-sar	dumu	lugal-{gesz}kiri6	N	PN
P291357	dub-sar	dumu	ur-{d}isztaran	N	PN
P291358	dub-sar	dumu	ur-e11-e	N	PN
P291359	dub-sar	dumu	ur-e11-e	N	PN
P291360	dub-sar	dumu	lugal-ma2-gur8-re	N	PN
P291361	muhaldim	dumu	du-la-bi	N	PN
P291362	dub-sar	dumu	inim-{d}szara2	N	PN
P291363	dub-sar	dumu	ur-nigar{gar}	N	PN
P291364	dub-sar	dumu	a2-an-du-ru	N	PN
P291365	dub-sar	dumu	lugal-sa6-ga	N	PN
P291366	dub-sar	dumu	lugal-e2-mah-e	N	PN
P291367	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P291368	dub-sar	dumu	lugal-iti-da	N	PN
P291369	dub-sar	dumu	sza3-ku3-ge	N	PN
P291370	dub-sar	dumu	bar-ra-an	N	PN
P291371	dub-sar	dumu	ur-e11-e	N	PN
P291372	dub-sar	dumu	ma-an-szum2	N	PN
P291373	dub-sar	dumu	ur-{gesz}gigir	N	PN
P291374	dub-sar	dumu	ur-gesz-sza3-ga	N	PN
P291375	dub-sar	dumu	ur-{gesz}gigir	N	PN
P291376	dub-sar	dumu	ur-e11-e	N	PN
